7DA 7D1 7CA
830 7E7 80F
82F 7E8 80E
82F 7E7 80F
82B 7E5 80D
830 7E7 80E
82E 7E9 80D
82D 7E7 80D
82D 7E8 80D
82B 7E6 80D
829 7E7 80D
828 7E7 80C
823 7EF 80C
81C 7E6 80C
822 7E6 80C
819 7E9 80C
81C 7E6 80A
81D 7E7 80A
819 7E7 80A
81F 7E5 80A
829 7E3 805
81D 7E6 80B
81F 7E7 80B
823 7E5 80C
81B 7E7 80D
81F 7E8 80D
818 7F5 81A
81C 7E7 80D
81F 7E7 80C
81C 7E9 80C
81D 7E7 80B
81E 7E8 80B
81B 7E9 80B
81C 7E7 80B
81B 7E8 80B
81A 7E9 80B
81D 7E7 80B
819 7E8 80B
81B 7E9 80B
81D 7E8 80B
81A 7E9 80B
81B 7E9 80A
81D 7E9 80B
81A 7EB 80B
81C 7E9 80B
81B 7EB 80B
81B 7EB 80B
81E 7E9 80B
819 7EB 80C
81D 7EB 80C
81D 7EB 80C
81B 7ED 80D
81D 7EB 80C
81B 7ED 80C
81A 7ED 80C
81C 7ED 80C
81B 7ED 80B
81A 7EE 80B
81C 7EC 80B
819 7EF 80C
81C 7EE 80D
81F 7E9 80F
81B 7EF 80D
81C 7EE 80C
825 7EE 820
81A 7F1 80F
81B 7EF 80A
81A 7F0 80B
819 7F0 80C
81A 7F1 80B
818 7F0 80C
819 7F0 80C
819 7F1 80C
818 7F1 80B
819 7F2 80C
818 7F1 80C
817 7F2 80C
819 7F2 80C
817 7F3 80C
817 7F3 80D
818 7F3 80B
817 7F3 80C
817 7F3 80C
817 7F3 80C
816 7F3 80C
818 7F3 80B
817 7F3 80C
817 7F4 80D
817 7F4 80C
816 7F4 80C
816 7F4 80C
817 7F4 80C
815 7F5 80B
815 7F5 80C
816 7F5 80B
815 7F5 80B
815 7F5 80C
815 7F5 80C
815 7F6 80C
815 7F5 80C
815 7F7 80C
814 7F5 80D
815 7F5 80C
807 7F8 80B
814 7F6 80C
815 7F6 80D
814 7FC 801
815 7F7 80C
815 7F6 80B
814 7F7 80C
815 7F7 80C
815 7F7 80B
814 7F7 80C
814 7F7 80B
815 7F7 80B
814 7F8 80C
814 7F7 80C
813 7F7 80C
813 7F7 80B
813 7F8 80B
813 7F7 80C
813 7F7 80B
813 7F8 80D
813 7F9 80C
813 7F8 80C
813 7F9 80B
812 7F8 80B
813 7F9 80C
813 7F9 80C
813 7F7 80C
812 7F9 80C
813 7F9 80D
812 7FB 80C
812 7F9 80C
812 7F9 80B
813 7F9 80B
812 7F9 80D
811 7F9 80B
812 7F9 80C
811 7F9 80B
814 7F9 80D
812 7F9 80B
811 7FB 80D
81A 7DF 803
812 7F9 80A
811 7FB 80C
80D 7F5 807
811 7F9 80C
811 7FA 80C
811 7FB 80C
811 7FB 80C
811 7FA 80B
811 7FA 80C
811 7FA 80B
810 7FB 80C
811 7FB 80B
811 7FB 80B
811 7FB 80B
811 7FA 80C
811 7FB 80B
811 7FB 80C
811 7FB 80B
810 7FB 80C
810 7FB 80B
811 7FB 80C
811 7FB 80C
811 7FB 80B
811 7FB 80C
810 7FB 80C
810 7FB 80B
811 7FB 80C
810 7FB 80A
810 7FB 80B
811 7FB 80C
810 7FB 80C
810 7FB 80C
810 7FB 80B
810 7FB 80B
810 7FB 80B
810 7FB 80C
857 7F7 809
810 7FC 80C
810 7FD 80C
811 7FC 80A
813 7FF 81C
80F 7FA 80B
811 7FC 809
810 7FC 80C
810 7FB 80B
80F 7FB 80B
80F 7FC 80B
80F 7FB 80B
810 7FB 80B
80F 7FB 80C
810 7FC 80B
80F 7FC 80C
810 7FC 80B
810 7FC 80B
810 7FB 80B
80F 7FC 80B
80F 7FC 80C
80F 7FC 80B
80F 7FD 80C
810 7FC 80C
80F 7FD 80B
80F 7FC 80B
80F 7FB 80C
80F 7FC 80B
80F 7FC 80B
80F 7FC 80B
80F 7FC 80B
80F 7FD 80B
80F 7FC 80B
80F 7FC 80B
80F 7FC 80B
80F 7FC 80B
80F 7FC 80B
80F 7FD 80B
810 7FD 80C
80F 7FC 80C
810 7FD 80D
80F 7FC 810
820 7EF 812
80F 7FC 80B
845 7EB 80C
820 7FE 810
80F 7FC 80C
80F 7FD 80B
80F 7FC 80B
80F 7FC 80B
80E 7FD 80B
80F 7FD 80B
80F 7FD 80B
80F 7FD 80B
80F 7FC 80B
80E 7FC 80B
80F 7FD 80C
80F 7FD 80B
80F 7FD 80C
80E 7FC 80B
80F 7FD 80C
80F 7FD 80C
80E 7FD 80B
80F 7FD 80C
80F 7FD 80C
80F 7FE 80C
80E 7FD 80C
80F 7FD 80B
80E 7FC 80B
80E 7FD 80B
80E 7FD 80B
80E 7FD 80B
80F 7FD 80B
80F 7FD 80D
80D 7FD 80C
80E 7FD 80B
80F 7FD 80B
80E 7FD 80B
80F 7FD 80B
80E 7FD 80B
80F 7FD 80B
809 7F5 800
7E3 7FB 7FF
810 7FC 80E
80E 7FD 80E
83D 804 7FF
80D 7FD 80B
80E 7FD 80C
80F 7FD 80B
80E 7FD 80C
80E 7FD 80B
80E 7FD 80B
80F 7FD 80C
80E 7FD 80B
80E 7FD 80B
80E 7FC 80B
80E 7FD 80B
80F 7FD 80B
80E 7FD 80B
80E 7FD 80C
80F 7FD 80C
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80F 7FD 80B
80E 7FD 80B
80E 7FD 80C
80E 7FE 80B
80F 7FD 80B
80F 7FD 80C
80E 7FD 80B
80F 7FE 80B
80E 7FE 80C
80E 7FD 80B
80E 7FD 80B
80E 7FD 80B
80F 7FD 80B
80D 7FD 80B
80E 7FD 80B
80E 7FD 80B
80F 7FD 80D
80F 800 80A
80D 7FD 809
80F 7FE 80C
80D 7FE 80C
80E 804 800
80F 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FD 80B
80E 7FD 80B
80F 7FD 80B
80F 7FE 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FD 80C
80E 7FD 80B
80E 7FD 80B
80E 7FD 80C
80E 7FD 80B
80D 7FD 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FD 80B
80E 7FD 80C
80E 7FD 80B
80D 7FE 80B
80E 7FD 80B
80E 7FD 80C
80E 7FD 80B
80D 7FD 80B
80E 7FE 80B
80E 7FD 80C
80D 7FD 80B
80F 7FD 80B
80D 7FD 80B
80E 7FD 80C
80E 7FD 80B
80E 7FD 80C
80E 7F2 803
81D 809 806
80D 801 80C
80F 7FD 80B
80C 7FE 812
80D 801 80B
80E 7FD 80B
80E 7FD 80B
80E 7FD 80B
80E 7FE 80C
80D 7FD 80B
80E 7FD 80C
80D 7FD 80C
80F 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FD 80C
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80C
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FF 80C
80E 7FD 80B
80E 7FD 80B
80E 7FD 80B
80E 7FE 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FE 80B
80E 7FF 80C
809 800 7E5
809 800 7FF
80D 7FB 809
80E 7FE 80D
84D 7D5 80B
80E 7FD 80B
80E 7FD 80B
80D 7FE 80B
80E 7FE 80C
80D 7FD 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FE 80B
80D 7FD 80B
80E 7FE 80B
80E 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80C
80D 7FD 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80F 7FD 80B
80E 7FD 80C
80D 7FC 80B
80E 7FD 80B
80F 7FD 80B
80D 7FE 80B
80D 7FB 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80F 7FE 80C
80B 83D 819
7EF 7FD 807
80F 7FE 80A
80E 7FD 80C
806 800 808
80D 7FE 80C
80D 7FD 80C
80D 7FD 80B
80D 7FC 80B
80E 7FE 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80C
80E 7FD 80B
80E 7FD 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FE 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80F 7FF 80C
7FF 7FB 80A
80A 7FD 7EB
80D 7FE 80B
80E 7FD 80C
80C 80B 82B
80F 7FE 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80C
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80C
80D 7FD 80B
80E 7FD 80B
80E 7FE 80D
80D 7FD 80C
80E 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80E 7FE 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80C
80D 7FD 80B
80D 7FD 80C
80D 7FD 80B
80E 7FF 80A
80E 7D7 80B
81C 7FB 808
80E 7FD 80B
80D 7FD 80B
80F 7FA 7EA
80F 7FF 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FF 80B
80E 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FE 80A
80D 7FD 80B
80E 7FD 80C
80D 7FE 80B
80D 7FE 809
80D 7FE 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80E 7FD 80C
80E 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FE 80B
80E 7FD 80B
80E 7FD 80B
80F 7FF 80E
80C 7E3 808
811 7DD 814
80E 7FD 80C
80E 7FD 80B
810 7FE 801
80D 7FD 80B
804 803 801
80F 7FD 80A
80F 7F1 80B
80D 800 800
80C 7FC 809
80E 7FE 80C
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80E 7FE 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80E 7FF 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80F 7FE 80D
80D 7FD 818
80D 7FE 812
80D 7FD 80B
811 7FB 80B
814 7FE 812
80D 7FD 80B
80E 7FE 80B
80D 7FE 80B
80E 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80E 7FE 80B
80D 7FE 80B
80F 7FD 80B
80E 7FD 80B
80E 7FD 80B
80D 7FE 80B
80D 7FE 80B
80D 7FD 80C
80D 7FD 80B
80D 7FD 80B
80D 7FE 80A
80D 7FD 80B
80E 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FE 80B
80E 7FD 80C
80D 7FE 80B
80E 7FF 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FE 80B
80E 7FE 80C
80E 7FD 80B
80D 7FD 80B
80F 7FD 80B
7EB 7DD 80B
805 7EF 80D
80F 7FE 80B
80D 7FF 80B
81D 800 80F
80F 7FE 80A
80D 7FE 80B
80E 7FD 80B
80E 7FD 80B
80D 7FE 80B
80D 7FD 80B
80E 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80B
80D 7FD 80B
80D 7FE 80B
80E 7FD 80B
80D 7FF 80B
80E 7FE 80B
80D 7FD 80B
80D 7FD 80B
80E 7FE 80B
80D 7FD 80B
80E 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80C 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80E 7FE 80B
80D 7FD 80B
80E 7FE 80B
7ED 802 7EF
80F 800 834
80E 7FE 80B
80D 7FD 80B
810 7EA 809
80E 7FF 80A
80D 7FD 80B
80D 7FE 80B
80D 7FE 80B
80D 7FE 80B
80C 7FE 80B
80D 7FE 80B
810 7FD 80B
80D 7FF 80B
80D 7FD 80B
80D 7FF 80C
80D 7FF 80B
80D 7FD 80A
80D 7FE 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FE 80C
80D 7FE 80B
80E 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80C
80D 7FF 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80E 800 80C
811 83A 809
80D 80D 806
80C 800 809
80F 7FE 80B
80D 7E4 803
80F 7FE 80B
80D 7FE 80C
80E 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FC 80B
80D 7FE 80B
80D 7FD 80C
80E 7FD 80B
80D 7FE 80B
80C 7FD 80B
80D 7FD 80B
80D 7FE 80B
80E 7FF 80B
80D 7FD 80B
80D 7FD 80B
80E 7FD 80C
80D 7FD 80B
80D 7FD 80B
80D 7FE 80B
80E 7FD 80B
80D 7FD 80C
80D 7FD 80B
80D 7FE 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80E 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80D 7FE 80B
809 800 807
817 7FA 7E9
80E 7FD 80C
80E 7FE 80C
800 808 810
80D 7FF 80C
80E 7FD 80C
80F 7FF 814
80D 7FE 80B
80B 7F5 828
811 7FE 80B
80D 7FE 80B
820 7FD 80C
80C 7FF 80B
80D 7FD 80B
80F 7FD 80B
80E 7FE 80B
80D 7FD 80B
80D 7FD 80B
80E 7FE 80B
80E 7FE 80B
80D 7FD 80B
80D 7FE 80B
80E 7FE 80B
80D 7FD 80A
80D 7FD 80B
80D 7FE 80B
80D 7FE 80B
80D 7FD 80B
80D 7FD 80B
80D 7FF 80B
80D 7FE 80B
80D 7FD 80B
80D 7FE 80B
80C 7FD 80B
811 7FD 809
813 800 80B
813 7FF 80A
813 800 80D
810 801 80F
813 7FF 815
81B 808 81C
80F 7FF 810
81A 800 80A
810 7FF 806
80C 800 80A
809 7FD 808
804 7FD 806
7FF 7FD 806
7FD 7FC 807
7FC 7FD 808
7FB 7FD 809
7FB 7FC 80B
7FC 7FD 80B
7FB 7FD 80B
7FD 7FD 809
7FB 7FD 808
7FB 7FD 807
7FD 7FD 807
7FD 7FE 807
7FE 7FD 807
7FF 7FE 807
7FF 7FD 809
800 7FD 80A
800 7FD 80A
800 7FD 80A
800 7FD 80A
7FF 7FD 809
7FF 7FD 809
800 7FD 808
7FF 7FD 808
801 7FD 807
800 7FC 807
800 7FD 807
800 7FD 808
801 7FD 809
801 7FD 808
803 7FD 809
803 7FD 809
802 801 80B
807 7FF 80B
807 7FE 809
807 7FF 809
809 7FE 808
80B 802 808
80A 7FF 809
80B 7FF 809
80B 7FF 80A
80B 7FD 80B
80D 7FE 80B
80E 7FF 80C
80E 800 80B
810 7FE 80B
811 7FF 80C
811 800 80B
811 800 80B
812 7FD 80D
813 800 80B
813 800 80B
815 800 80D
815 800 80C
815 801 80C
815 800 80C
815 801 80D
815 800 80B
816 800 80D
817 801 80D
817 800 80D
818 801 80D
819 801 80D
819 801 80E
819 801 80D
81A 801 80D
81A 801 80E
81A 801 80E
81B 801 80F
81B 801 80E
81B 801 80E
81A 802 80E
81C 802 80F
81A 7FF 80D
81E 7FD 7E7
81B 801 80F
81B 801 80E
834 7F0 800
81D 803 80F
81B 801 80E
81A 800 80F
81B 803 80E
81A 800 80E
81A 801 80E
81B 802 80D
81B 800 80E
81C 801 80E
81C 802 80E
81B 800 80D
81D 801 80F
81D 801 80E
81D 801 80F
81E 801 80F
81F 801 80F
820 801 80F
821 802 80F
822 801 80F
824 801 80F
824 802 80F
825 802 810
826 803 80F
827 803 810
827 803 810
829 803 80F
829 804 811
828 803 810
829 804 811
829 804 811
829 804 811
827 804 80F
827 803 810
826 803 810
827 805 811
815 803 810
828 814 80B
821 804 810
81E 810 807
822 80A 811
81D 803 80E
81B 802 80E
819 803 80E
817 802 80D
815 802 80D
813 803 80D
812 801 80D
810 801 80C
80E 801 80D
80B 800 80C
80A 800 80C
80A 800 80B
809 800 80B
807 7FF 80A
807 800 809
806 7FF 80B
805 7FE 80A
804 7FE 80A
804 7FE 80A
802 7FE 809
802 7FD 80A
802 7FD 80A
802 7FD 809
801 7FD 809
801 7FD 809
801 7FD 809
801 7FD 809
801 7FD 80A
803 7FD 809
801 7FD 809
802 7FD 809
802 7FD 809
802 7FD 809
803 7FD 809
806 7FC 814
805 821 800
806 7FF 80B
806 7FE 80C
804 7FE 80A
830 7FD 810
80E 7FE 80A
817 7F3 807
805 7FD 809
807 800 809
80B 7FF 80E
808 7FF 80A
7F0 80D 800
80D 7FF 80E
80A 7FE 80B
80B 7FF 80F
80B 800 80B
80B 800 80B
809 7FF 7F1
80C 800 80B
80A 7FD 809
80D 801 80A
80C 800 80A
80D 7FF 80A
80E 800 80B
80E 800 80B
80E 801 80B
80F 801 80B
810 801 80B
811 801 80B
812 801 80C
813 801 80B
814 802 80C
815 803 80C
817 803 80D
819 803 80D
819 804 80D
81B 803 80E
81D 804 80E
81F 804 80D
821 805 80D
827 805 80F
823 805 80F
840 805 808
824 805 80F
824 805 810
831 800 818
827 803 810
829 804 81D
827 805 80F
827 805 810
825 808 824
827 805 810
823 800 811
826 805 810
825 811 811
83F 804 806
824 804 810
823 803 80D
821 803 80F
820 804 80F
81F 803 80F
81F 804 80F
81D 803 80E
81B 803 80D
81B 803 80D
819 804 80E
818 802 80D
817 802 80D
816 802 80D
815 802 80C
814 801 80D
813 800 80D
813 801 80D
812 801 80D
811 801 80D
811 802 80D
811 801 80C
811 801 80C
810 801 80C
809 803 810
811 800 80B
810 7FF 80B
810 7FF 80B
817 800 805
80F 803 80B
80E 801 80C
80E 800 80B
80E 800 80B
80E 800 80B
80C 800 80B
80D 800 80B
80D 800 80A
80C 7FF 80B
80D 7FF 80B
80C 800 80B
80B 801 80A
80B 800 80B
80B 800 80B
809 800 80A
809 800 80A
809 800 80A
808 801 80A
808 800 80B
808 801 80A
808 800 80A
808 800 80B
808 801 80A
809 801 80A
809 801 80B
80A 801 809
80B 801 80B
80C 801 80B
80D 801 80B
80E 802 80B
80F 802 80B
811 801 80C
811 802 80C
811 802 80C
811 801 80C
813 802 80D
7EB 83F 7ED
817 802 807
814 803 80D
813 803 80C
800 7E3 81A
813 802 80C
814 803 80B
814 803 80C
815 802 80C
815 802 80C
816 803 80D
816 803 80D
817 803 80D
818 803 80D
819 804 80D
819 803 80D
81A 804 80D
81A 804 80D
81B 804 80D
81B 803 80D
81C 804 80D
81D 804 80D
81D 805 80E
81E 804 80F
81F 804 80D
820 804 80D
820 804 80F
821 804 80E
822 804 80F
821 805 80F
821 805 80F
822 804 80F
823 805 80E
823 804 80F
822 805 80F
823 804 80F
824 805 80F
823 805 80F
822 804 80F
824 805 810
840 808 810
823 800 816
823 805 80F
825 80B 811
824 816 81A
823 805 80F
823 804 810
822 805 80F
821 804 80F
821 803 80F
821 804 80F
820 803 80E
81F 803 80F
81F 803 80F
81F 803 80E
81E 800 812
81D 802 80E
81C 802 80E
81B 802 80D
81B 801 80D
819 801 80D
819 801 80D
818 801 80D
816 801 80D
816 801 80D
815 800 80D
814 801 80D
814 800 80D
812 7FF 80C
811 800 80D
810 7FE 80C
80F 7FF 80C
80D 7FE 80C
80D 7FE 80B
80B 7FD 80B
80B 7FD 80B
80A 7FD 80B
809 7FD 80B
809 7FC 80B
808 7FD 80C
807 7FD 809
808 800 80B
807 7FB 80B
806 7FB 80B
805 800 802
805 7FA 809
804 7FB 80A
802 7FA 809
800 7FA 809
7FE 7F9 809
7FD 7F9 809
7FB 7F9 808
7FB 7F7 808
7F9 7F8 808
7F8 7F8 807
7F8 7F7 807
7F7 7F8 807
7F7 7F7 807
7F7 7F7 807
7F6 7F7 807
7F6 7F7 807
7F5 7F7 807
7F5 7F5 807
7F6 7F7 807
7F5 7F6 807
7F7 7F5 807
7F6 7F5 807
7F6 7F5 807
7F7 7F5 806
7F7 7F7 807
7F7 7F5 807
7F7 7F6 807
7F8 7F6 808
7F7 7F5 807
7F6 7F5 807
7F5 7F6 808
7F5 7F5 807
7F3 7F5 807
7F3 7F5 807
7F2 7F6 806
7F3 7F5 807
7EF 7F3 805
7F1 7F9 800
7F1 7F5 805
7EF 7F5 805
7EF 7CF 806
7F1 7F5 806
7F3 7F5 805
7F3 7F5 805
7F3 7F5 806
7F4 7F5 805
7FA 7F6 806
7F3 7F7 805
7F4 7F5 806
7F2 7F7 807
7F3 7F7 806
7F3 7F6 807
7F2 7F6 806
7F1 7F7 806
7F1 7F5 807
7F2 7F7 806
7F4 7F7 807
7F5 7F7 807
7F5 7F8 805
7F6 7F7 805
7F7 7F7 805
7F8 7F9 805
7F8 7F7 807
7F9 7F7 807
7FA 7F8 806
7FA 7F8 807
7FB 7F7 808
7FC 7F9 807
7FC 7F9 807
7FC 7F9 807
7FD 7FB 807
7FD 7F9 807
7FE 7F9 808
7FF 7FA 807
80D 7FC 80F
7FE 7FB 808
80C 7FB 80A
805 7F7 815
803 7FB 806
802 7FB 808
7D7 800 7FF
806 7FB 809
807 7FB 809
807 7FB 809
808 7FC 809
808 7FB 80A
809 7FC 80B
809 7FB 809
80A 7FC 80A
80B 7FC 80A
80B 7FC 80A
80B 7FC 80B
80B 7FD 80B
80B 7FD 80B
80B 7FD 80B
80B 7FC 80A
80A 7FC 80A
809 7FD 80C
80A 7FD 809
80A 7FC 80A
809 7FB 80B
80A 7FC 80B
809 7FB 80A
809 7FB 80A
809 7FB 809
809 7FB 80A
809 7FB 80A
809 7FB 809
809 7FB 80A
80A 7FB 809
809 7FB 80A
808 7FB 809
808 7FB 809
808 7FB 80A
807 80B 7FF
80B 7FF 80F
805 7FB 80B
807 7FD 80A
807 7FC 820
804 7FC 80A
805 7FB 80A
806 7FB 809
806 7FC 80A
807 7FD 809
809 7FD 80A
809 7FC 80A
80B 7FD 80A
80D 7FD 80A
80E 7FD 80B
80F 7FD 80B
811 7FD 80C
812 7FE 80B
813 7FD 80B
813 7FD 80B
815 7FE 80C
815 7FE 80C
815 7FF 80C
816 7FF 80C
816 7FF 80C
819 7FE 80C
817 800 80B
818 7FF 80C
817 800 80B
818 800 80C
819 800 80D
819 800 80D
819 800 80C
819 801 80D
81A 801 80B
81A 801 80D
81B 800 80D
81A 801 80D
81A 800 80D
819 800 80D
81B 806 81B
818 801 80E
823 800 80D
80A 801 80A
816 800 80C
816 7FF 80D
805 801 80B
814 800 80D
813 7FE 80C
813 7FF 80C
813 7FE 80C
813 7FF 80C
813 800 80B
812 7FF 80B
811 800 80B
811 7FF 80C
811 7FE 80C
812 7FF 80D
813 7FF 80D
812 7FF 80C
811 7FE 80C
812 7FF 80C
812 7FF 80C
812 7FF 80D
812 7FE 80C
812 7FF 80C
812 7FF 80C
812 7FF 80B
815 800 80C
813 800 80C
814 800 80C
815 800 80C
815 800 80C
815 800 80C
815 801 80D
818 800 80D
815 801 80D
816 800 80D
816 801 80D
817 801 80D
817 801 80D
817 801 80C
820 802 80D
81F 80B 814
819 802 80D
81C 802 80E
81C 809 816
81A 801 80D
81B 801 80D
81B 801 80D
81D 802 80E
81E 802 80D
820 802 80D
820 801 80E
821 801 80E
822 802 80F
822 801 80E
824 802 80E
825 801 80F
824 801 80F
825 802 810
825 803 80F
826 801 80F
825 802 80F
825 803 80F
825 802 810
824 801 80F
823 802 80F
823 801 80F
823 802 80F
822 802 80F
821 801 80E
820 802 80E
81F 801 80D
81D 801 80D
81C 802 80D
81A 801 80D
81A 801 80D
818 801 80D
817 800 80D
816 801 80D
814 802 80E
810 806 814
80F 800 80C
80C 7D3 807
807 7FC 80D
80C 800 80C
808 7FE 80A
807 7FD 80B
807 7FD 80B
805 7FD 80B
804 7FC 80A
810 7FB 808
801 7FA 809
804 7FB 80B
807 7FC 809
804 7FA 809
808 7FB 808
808 7FB 808
809 7FA 807
80B 7FB 809
80B 7FB 80A
80D 7FA 80B
80D 7FB 80B
80C 7FB 80C
7FD 7F1 80E
7FD 7F7 80C
7FE 7FD 80A
7FD 7F8 807
7F5 7F9 805
7F9 7F9 805
7F7 7F8 805
7F7 7F8 805
7FB 7F9 805
7F6 7F8 807
7F9 7F8 807
7FB 7F9 808
7F7 7F8 80A
7FA 7F9 809
7FA 7FB 809
7FF 7FF 800
7FB 7F9 807
7F9 7FB 806
7FB 7D7 807
7FC 7FB 809
7FA 7F9 807
7FC 7F7 834
7FD 7FB 807
7FB 7FA 808
7FC 7FA 809
7FD 7FA 809
7FC 7FA 809
7FD 7F9 808
7FD 7FB 808
7FD 7FB 808
7FF 7FA 807
7FD 7FB 807
7FF 7FA 808
800 7FA 807
7FE 7FA 808
801 7FA 807
800 7FB 808
801 7FA 809
801 7FB 808
801 7FB 809
801 7FB 809
802 7FB 809
801 7FC 809
802 7FB 808
802 7FB 809
802 7FB 808
803 7FB 809
803 7FB 809
803 7FB 809
804 7FB 809
803 7FB 809
804 7FB 809
804 7FB 809
803 7FB 809
805 7FB 809
803 7FC 807
804 7FC 809
805 7FB 809
82B 800 7F4
807 7FF 80B
808 7FA 809
805 7FD 7FD
805 7FC 809
805 7FB 809
806 7FC 809
806 7FB 80A
807 7FB 809
807 7FC 809
807 7FC 809
807 7FC 809
807 7FB 809
807 7FB 809
807 7FB 809
807 7FC 80A
807 7FC 809
807 7FC 809
807 7FD 80A
808 7FD 809
807 7FD 80A
808 7FC 809
808 7FB 809
807 7FC 809
808 7FC 809
808 7FD 80A
809 7FC 809
808 7FC 80A
808 7FC 80B
808 7FC 80B
809 7FD 80A
809 7FC 80A
809 7FC 80B
809 7FC 809
809 7FD 80A
809 7FC 80A
809 7FD 80A
80A 7FF 811
80A 7FC 80B
807 7F8 80B
7FE 7DF 7DD
80A 7FE 80B
80A 7FD 80A
812 82A 817
80A 7FC 809
809 7FD 80A
80A 7FD 80A
809 7FC 80B
80A 7FC 80A
80A 7FD 80A
80A 7FD 80A
80A 7FD 80B
80A 7FD 80A
80B 7FC 809
80A 7FD 80A
80B 7FD 80A
80A 7FD 80A
80B 7FC 80B
80B 7FD 80A
80B 7FD 80A
80B 7FD 80A
80B 7FD 80A
80C 7FD 80B
80C 7FD 80B
80A 7FD 80B
80B 7FD 80A
80C 7FD 80A
80C 7FD 80B
80B 7FD 80B
80C 7FD 80A
80B 7FD 80A
80B 7FD 80B
80B 7FD 80A
80C 7FD 80B
80C 7FD 80A
80B 7FD 80B
80B 7FD 80B
80F 7FD 80B
817 7F2 805
80B 7FF 80C
80F 7FD 80A
80D 801 80B
81B 800 7E9
80C 7FD 80A
80C 7FD 80B
80C 7FD 80A
